pindar.jpg|Pindar Wong|Chairman, VeriFi (Hong Kong) Ltd|#ABB3B5|Pindar Wong is an internet pioneer, who co-founded the first licensed Internet Service Provider in Hong Kong in 1993. He is the Chairman of VeriFi (Hong Kong) Ltd, a discrete Internet Financial Infrastructure consultancy. In 2015, he helped organise Asia's first Blockchainworkshops.org and Phase 1 and 2 of ScalingBitcoin.org. Pindar serves on the School of Engineering Advisory Committee HKUST, the Technical Advisory Board of the Packet Clearing House and Editorial Advisory Board of the Internet Protocol Journal. Previously, he was the first Vice-Chairman of ICANN, Chairman of the Asia Pacific Internet Association, alternate Chairman of Asia Pacific Network Information Center, Chairman of APRICOT and elected Trustee of the Internet Society.After helping to introduce Creative Commons to HK in 2008, he stood down as the Co-Public Lead of Creative Commons Hong Kong in 2014. From 2010-2015 he served on the Digital 21 Strategy Advisory Committee of the Hong Kong Government and the Task Force on Industry Facilitation. He graduated with First Class Honours in Computing Science from Imperial College London and was a Sir Edward Youde Research Fellow.
shaul.jpg|Shaul Kfir|CTO, Digital Asset Holdings|#bd9f79|Shaul is the CTO of Digital Asset Holdings. Formerly he was a software engineer with a background in research cryptography at SCIPR cryptography lab and a visiting scientist at MIT CSAIL, where he gained extensive experience implementing cryptographic protocols in the field of Zero Knowledge Proofs and Computational Privacy and Integrity. He served as CTO for two previous startups in Tel Aviv. Prior to his involvement in cryptography, Shaul served as a Lieutenant Commander in the Israeli Navy, leading diverse technical teams across challenging environments. Digital Asset Holdings builds distributed, encrypted straight through processing tools in order to increase efficiency, security, compliance and settlement speed.
melanie.jpg|Melanie Shapiro|CEO, Case|#8d6f53|Melanie is the CEO and founder of Case, a provider of advanced cryptographic key management services. Case is a dedicated device that ties physical identity and location to secure transaction signing. Prior to Case, Melanie co-founded Digsby, a messaging platform for managing online social identities, which was acquired in 2011. Melanie has a PhD in Consumer Behavior, and studied technology adoption behavior at Microsoft.
david.png|David Vorick|CEO, Sia|#c5c5c5|David is a graduate of Rensselaer Polytechnic Institute, where he studied Computer Science, finished his degree in three years, and graduated with honors. He has been following computer security trends since the age of 15. David has previously interned at IBM where he worked on the mainframe operating system, and turned down a job offer from Google after graduation in order to pursue Sia.
sam.jpeg|Sam Rosenblum|Head of Americas and Asia Pacific, Coinbase|#aeafb3|Sam Rosenblum is Head of Americas and Asia Pacific at Coinbase. Coinbase makes it easy to securely exchange funds from traditional finance system into and out of bitcoin. Today, Coinbase provides access to bitcoin for over 3 million users across 32 countries. Prior to joining Coinbase, Sam was an M&A specialist at the U.S Department of Justice's Antitrust Division, worked in hedge fund investment strategy at Lake Partners, and worked in the global strategy group at Visa.
joseph.jpg|Joseph Poon|Co-Author, Lightning Network|#464846|Joseph Poon the co-author of The Lightning Network, a decentralized Bitcoin transaction system which uses Bitcoin's smart contract scripting mechanism to conduct millions to billions of transactions per second without trusted custodians.
christian.jpg|Christian Lundkvist|Senior Technologist/Strategist|#FFF8DE|Christian started his career as a mathematician doing research in Algebraic Geometry, followed by a deep dive into quantitative finance developing and implementing derivatives pricing models at Bloomberg. After venturing down the Bitcoin rabbit hole he discovered Ethereum and ConsenSys. Christian is now working on a diverse set of projects including accounting systems, document signing, wallets, and various financial applications. He also maintains a general overview of ConsenSys projects and provides technical expertise when needed. When not in the Blockchain world Christian enjoys scuba diving in the waters of the NorthEast US.
kathleen.jpg|Kathleen Breitman|Strategy Associate, R3|#75493c|Kathleen Breitman is a Strategy Associate at R3, a fintech innovation firm currently managing a distributed ledger consortium of 42 global banks. Before joining R3, Kathleen worked at Accenture within their fintech/blockchain practice and at Bridgewater as an analyst. She gained her first exposure to blockchain technology through Tezos, a cryptocurrency project she conducted with her husband in 2014. Kathleen holds a degree from Cornell University
rubin.png|Jeremy Rubin|Masters student, MIT|#DDA071|Jeremy is an Computer Science Senior and Masters student at MIT. He came onto the bitcoin scene with Tidbit, a system to replace web ads with cryptocurrency mining (<a href="https://medium.com/@jeremyrubin/rubin-v-nj-tidbit-bb33406ebdf3">;no longer fighting NJ</a>) and the MIT Bitcoin Project which gave every MIT student $100.  Jeremy co-founded the MIT Digital Currency initiative and recently served as program chair of Scaling Bitcoin Montreal this past fall.
josh.jpg|Josh Cincinnati|Developer Advocate, BlockCypher|#A9CD74|Josh Cincinnati is BlockCypher’s Developer Advocate and second employee. He previously co-founded an Android application startup, and was a technical Product Manager for the Washington Post's innovation group, Wapo Labs. He received degrees in Mathematics and Political & Social Thought from the University of Virginia and an MBA from Stanford University. For fun (beyond the fun of bitcoin), he does amateur stand-up and writes satire. And yes, in this photo, the Bitcoin whitepaper is printed on his t-shirt.
